image,n_gt,n_pred,tp,fp,fn,pre_ms,infer_ms,post_ms
pip_ball_size0001.png,1,8,1,7,0,11.057,10.367,0.848
max_ball_moving0158.png,1,8,1,7,0,11.111,10.908,0.880
IMG_20260512_222420.jpg,1,8,1,7,0,4.606,10.966,0.857
IMG_20260512_223344~3.jpg,1,8,1,7,0,4.555,10.811,0.869
pip_fp_ball0515.png,1,8,1,7,0,11.037,10.564,0.864
max_ball_moving0384.png,1,8,1,7,0,11.111,10.739,0.918
oisin_ball_robot0021.png,3,8,3,5,0,12.407,10.903,0.859
bs459.png,1,8,1,7,0,8.753,11.035,0.864
IMG_20260512_223326~2.jpg,1,8,1,7,0,4.630,10.300,0.853
IMG_20260512_222120~3.jpg,1,8,1,7,0,4.530,10.359,0.839
IMG_20260512_222047.jpg,2,8,2,6,0,4.477,10.349,0.835
IMG_20260512_222454.jpg,1,8,1,7,0,4.423,10.890,0.840
robby_rc16_ball0110.png,1,8,1,7,0,9.405,10.452,0.832
eliza_ball_01070552.png,1,8,1,7,0,13.831,13.564,0.863
pip_natLight_ball_10151.png,0,8,0,8,0,10.429,10.675,0.857
eobr174.png,1,8,1,7,0,9.331,10.434,0.892
max_ball_feet0278.png,1,8,1,7,0,13.706,10.326,0.992
robby_ball_far0137.png,1,8,1,7,0,10.040,11.687,0.872
pip_ball_bottom0479.png,1,8,1,7,0,14.347,10.472,1.230
IMG_20260512_222952~2.jpg,1,8,1,7,0,4.507,10.494,1.179
eliza_ball_line_20141.png,1,8,1,7,0,14.155,10.878,0.884
IMG_20260512_223310~2.jpg,1,8,1,7,0,4.525,10.747,0.848
bs2-3.png,0,8,0,8,0,8.829,10.378,0.860
IMG_20260512_223424~3.jpg,2,8,2,6,0,5.017,10.398,0.845
mA1263.png,1,8,1,7,0,9.405,10.786,0.896
max_ball_bottom0052.png,1,8,1,7,0,9.223,10.719,0.850
pip_natLight_ball_10111.png,1,8,1,7,0,10.158,10.408,0.857
IMG_20260512_222444~3.jpg,2,8,2,6,0,4.534,10.377,0.850
IMG_20260512_222051~2.jpg,2,8,2,6,0,4.823,10.310,0.836
alfie_lm_ball_line0305.png,1,8,1,7,0,9.995,10.734,1.014
IMG_20260512_222430.jpg,1,8,1,7,0,4.436,10.603,0.944
pip_natLight_moving_b0241.png,0,8,0,8,0,9.664,10.769,0.878
IMG_20260512_223452~2.jpg,1,8,1,7,0,4.275,10.724,0.853
eobr58.png,2,8,2,6,0,9.275,10.526,0.870
